ISO3,Year,RuleOfLaw
ARM,2015,-0.396324
ASM,2015,1.325862
ATG,2015,0.909392
AUS,2015,1.717785
AUT,2015,1.781631
AZE,2015,-0.705373
BDI,2015,-1.320699
BEL,2015,1.42518
BEN,2015,-0.415707
BFA,2015,-0.525136
BGD,2015,-0.856926
BGR,2015,-0.208099
BHR,2015,0.011893
BHS,2015,0.486911
BIH,2015,-0.230784
BLR,2015,-0.731699
BLZ,2015,-0.613802
BMU,2015,0.872313
BOL,2015,-1.237615
BRA,2015,-0.225205
BRB,2015,1.086904
BRN,2015,0.374589
BTN,2015,0.517159
BWA,2015,0.425299
CAF,2015,-1.707483
CAN,2015,1.720459
CHE,2015,1.885681
CHL,2015,1.003335
CHN,2015,-0.662081
CIV,2015,-0.691648
CMR,2015,-1.090071
COD,2015,-1.570032
COG,2015,-1.076175
COK,2015,-0.708392
COL,2015,-0.399534
COM,2015,-0.7632
CPV,2015,0.678472
CRI,2015,0.521252
CUB,2015,-0.880567
CYM,2015,0.783164
CYP,2015,0.835657
CZE,2015,1.047513
DEU,2015,1.739872
DJI,2015,-1.002777
DMA,2015,0.734305
DNK,2015,1.981798
DOM,2015,-0.534436
DZA,2015,-0.877432
ECU,2015,-1.065545
EGY,2015,-0.838145
ERI,2015,-1.653388
ESP,2015,0.953935
EST,2015,1.361387
ETH,2015,-0.805187
FIN,2015,2.064828
FJI,2015,-0.283525
FRA,2015,1.242487
FSM,2015,0.151882
GAB,2015,-0.634684
GBR,2015,1.660881
GEO,2015,0.34056
GHA,2015,0.201181
GIN,2015,-1.189404
GMB,2015,-0.914118
GNB,2015,-1.302408
GNQ,2015,-1.522409
GRC,2015,0.339644
GRD,2015,0.637792
GRL,2015,1.627752
GTM,2015,-0.949851
GUF,2015,1.220061
GUM,2015,1.325862
GUY,2015,-0.546689
HKG,2015,1.575909
HND,2015,-1.157022
HRV,2015,0.333543
HTI,2015,-1.226216
HUN,2015,0.355278
IDN,2015,-0.381222
IND,2015,-0.137423
IRL,2015,1.603553
IRN,2015,-0.974106
IRQ,2015,-1.488867
ISL,2015,1.642147
ISR,2015,1.040849
ITA,2015,0.461793
JAM,2015,-0.13941
JEY,2015,1.627752
JOR,2015,0.137542
JPN,2015,1.43602
KAZ,2015,-0.491932
KEN,2015,-0.642359
KGZ,2015,-0.83799
KHM,2015,-1.262756
KIR,2015,0.325628
KNA,2015,0.803389
KOR,2015,1.010561
KWT,2015,7.1e-05
LAO,2015,-0.771399
LBN,2015,-0.80845
LBR,2015,-0.792495
LBY,2015,-1.754559
LCA,2015,0.799707
LIE,2015,1.654061
LKA,2015,-0.110513
LSO,2015,-0.129845
LTU,2015,0.849141
LUX,2015,1.814113
LVA,2015,0.662581
MAC,2015,0.904415
MAR,2015,-0.36877
MCO,2015,1.603753
MDA,2015,-0.419316
MDG,2015,-0.787339
MDV,2015,-0.650646
MEX,2015,-0.682972
MHL,2015,0.686875
MKD,2015,-0.278206
MLI,2015,-0.752191
MLT,2015,1.091862
MMR,2015,-1.24813
MNE,2015,-0.012894
MNG,2015,-0.215415
MOZ,2015,-0.852775
MRT,2015,-0.974215
MTQ,2015,-0.034785
MUS,2015,0.883638
MWI,2015,-0.320057
MYS,2015,0.114171
NAM,2015,0.273142
NER,2015,-0.58092
NGA,2015,-0.960877
NIC,2015,-1.004645
NIU,2015,-0.580857
NLD,2015,1.883956
NOR,2015,1.980047
NPL,2015,-0.599049
NRU,2015,0.362845
NZL,2015,1.856389
OMN,2015,0.211629
PAK,2015,-0.914828
PAN,2015,-0.170277
PER,2015,-0.452023
PHL,2015,-0.429963
PLW,2015,1.351141
PNG,2015,-0.614147
POL,2015,0.835798
PRI,2015,0.723944
PRK,2015,-1.750018
PRT,2015,1.127288
PRY,2015,-0.549565
PSE,2015,-0.86919
QAT,2015,0.53583
REU,2015,1.099088
ROU,2015,0.385617
RUS,2015,-0.908834
RWA,2015,-0.15825
SAU,2015,-0.267793
SDN,2015,-1.490167
SEN,2015,-0.137339
SGP,2015,1.546071
SLB,2015,-0.23155
SLE,2015,-0.789321
SLV,2015,-0.767568
SMR,2015,1.670587
SOM,2015,-2.195411
SRB,2015,-0.038804
SSD,2015,-1.693082
STP,2015,-0.583276
SUR,2015,-0.196437
SVK,2015,0.244654
SVN,2015,0.807547
SWE,2015,1.94837
SWZ,2015,-0.53788
SYC,2015,0.291936
SYR,2015,-1.647725
TCD,2015,-1.361252
TGO,2015,-0.815108
THA,2015,-0.375701
TJK,2015,-1.090899
TKM,2015,-1.444912
TLS,2015,-1.052745
TON,2015,-0.008633
TTO,2015,0.008012
TUN,2015,-0.109493
TUR,2015,-0.477373
TUV,2015,0.932845
TWN,2015,1.114001
TZA,2015,-0.402342
UGA,2015,-0.610189
UKR,2015,-0.699935
URY,2015,0.860421
USA,2015,1.377017
UZB,2015,-1.065648
VCT,2015,0.622786
VEN,2015,-2.302249
VIR,2015,0.872313
VNM,2015,-0.372697
VUT,2015,0.390377
WSM,2015,0.914812
XKX,2015,-0.281934
YEM,2015,-1.523176
ZAF,2015,0.044053
ZMB,2015,-0.356032
ZWE,2015,-1.40778
ABW,2016,1.293159
AND,2016,1.604277
AFG,2016,-1.580107
AGO,2016,-1.328776
AIA,2016,-0.033876
ALB,2016,-0.206156
ANT,2016,0.788182
ARE,2016,0.420505
ARG,2016,-0.23659
ARM,2016,-0.308056
ASM,2016,1.326771
ATG,2016,0.907115
AUS,2016,1.728829
AUT,2016,1.794246
AZE,2016,-0.67324
BDI,2016,-1.40329
BEL,2016,1.437225
BEN,2016,-0.385926
BFA,2016,-0.486524
BGD,2016,-0.90689
BGR,2016,-0.198122
BHR,2016,-0.023025
BHS,2016,0.445483
BIH,2016,-0.209475
BLR,2016,-0.712395
BLZ,2016,-0.583099
BMU,2016,0.873222
BOL,2016,-1.251201
BRA,2016,-0.148568
BRB,2016,1.048706
BRN,2016,0.265686
BTN,2016,0.515074
BWA,2016,0.391436
CAF,2016,-1.688903
CAN,2016,1.728656
CHE,2016,1.897037
CHL,2016,0.989253
CHN,2016,-0.621173
CIV,2016,-0.679972
CMR,2016,-1.088515
COD,2016,-1.527233
COG,2016,-1.147
COL,2016,-0.348819
COM,2016,-0.736074
CPV,2016,0.685292
CRI,2016,0.51435
CUB,2016,-0.846949
CYM,2016,0.783446
CYP,2016,0.834571
CZE,2016,1.084632
DEU,2016,1.684837
DJI,2016,-1.002664
DMA,2016,0.730543
DNK,2016,1.947407
DOM,2016,-0.53261
DZA,2016,-0.860594
ECU,2016,-0.965986
EGY,2016,-0.844564
ERI,2016,-1.653448
ESP,2016,1.006399
EST,2016,1.374074
ETH,2016,-0.798565
FIN,2016,2.061681
FJI,2016,-0.353241
FRA,2016,1.256289
FSM,2016,0.15212
GAB,2016,-0.551562
GBR,2016,1.613195
GEO,2016,0.371194
GHA,2016,0.20401
GIN,2016,-1.140736
GMB,2016,-0.964988
GNB,2016,-1.367539
GNQ,2016,-1.565089
GRC,2016,0.26462
GRD,2016,0.800599
GRL,2016,1.628123
GTM,2016,-0.964087
GUF,2016,1.220343
GUM,2016,1.099997
GUY,2016,-0.493234
HKG,2016,1.598266
HND,2016,-1.178364
HRV,2016,0.304775
HTI,2016,-1.206914
HUN,2016,0.409913
IDN,2016,-0.321809
IND,2016,-0.082344
IRL,2016,1.566012
IRN,2016,-0.973579
IRQ,2016,-1.53679
ISL,2016,1.620386
ISR,2016,1.004892
ITA,2016,0.460998
JAM,2016,-0.113115
JEY,2016,1.628123
JOR,2016,0.16913
JPN,2016,1.433686
KAZ,2016,-0.510938
KEN,2016,-0.612463
KGZ,2016,-0.80079
KHM,2016,-1.232301
KIR,2016,0.32586
KNA,2016,0.805513
KOR,2016,1.028079
KWT,2016,-0.068879
LAO,2016,-0.751656
LBN,2016,-0.851565
LBR,2016,-0.808229
LBY,2016,-1.696066
LCA,2016,0.795414
LIE,2016,1.624958
LKA,2016,-0.106665
LSO,2016,-0.1871
LTU,2016,0.901913
LUX,2016,1.799371
LVA,2016,0.645591
MAC,2016,0.904628
MAR,2016,-0.293525
MCO,2016,1.604277
MDA,2016,-0.424312
MDG,2016,-0.744126
MDV,2016,-0.623651
MEX,2016,-0.667592
MHL,2016,0.687203
MKD,2016,-0.319432
MLI,2016,-0.75844
MLT,2016,1.041745
MMR,2016,-1.045056
MNE,2016,-0.03656
MNG,2016,-0.144147
MOZ,2016,-1.011921
MRT,2016,-0.915534
MTQ,2016,0.873222
MUS,2016,0.962016
MWI,2016,-0.343489
MYS,2016,0.098701
NAM,2016,0.311519
NER,2016,-0.570411
NGA,2016,-0.879457
NIC,2016,-0.9723
NLD,2016,1.891399
NOR,2016,2.005652
NPL,2016,-0.566532
NRU,2016,0.236363
NZL,2016,1.865545
OMN,2016,0.221617
PAK,2016,-0.912958
PAN,2016,-0.135538
PER,2016,-0.339242
PHL,2016,-0.472956
PLW,2016,1.351649
PNG,2016,-0.618317
POL,2016,0.75456
PRI,2016,0.671338
PRK,2016,-1.749878
PRT,2016,1.115692
PRY,2016,-0.490722
PSE,2016,-0.797525
QAT,2016,0.581867
REU,2016,1.099997
ROU,2016,0.37024
RUS,2016,-0.867073
RWA,2016,-0.123322
SAU,2016,-0.199982
SDN,2016,-1.481001
SEN,2016,-0.066617
SGP,2016,1.547376
SLB,2016,-0.205064
SLE,2016,-0.802491
SLV,2016,-0.745928
SMR,2016,1.67111
SOM,2016,-2.237864
SRB,2016,-0.069237
SSD,2016,-1.756601
STP,2016,-0.505768
SUR,2016,-0.209757
SVK,2016,0.274349
SVN,2016,0.816128
SWE,2016,1.945423
SWZ,2016,-0.537741
SYC,2016,0.337312
SYR,2016,-1.84624
TCD,2016,-1.400448
TGO,2016,-0.799414
THA,2016,-0.32797
TJK,2016,-1.100935
TKM,2016,-1.47412
TLS,2016,-1.052211
TON,2016,-0.008401
TTO,2016,-0.025592
TUN,2016,-0.101952
TUR,2016,-0.545873
TUV,2016,0.933173
TWN,2016,1.100704
TZA,2016,-0.438045
UGA,2016,-0.63951
UKR,2016,-0.645296
URY,2016,0.925682
USA,2016,1.397158
UZB,2016,-1.043182
VCT,2016,0.629207
VEN,2016,-2.27853
VIR,2016,0.646448
VNM,2016,-0.260587
VUT,2016,0.418213
WSM,2016,0.977166
XKX,2016,-0.242043
YEM,2016,-1.567496
ZAF,2016,0.070113
ZMB,2016,-0.403358
ZWE,2016,-1.431588
ABW,2017,1.292469
AND,2017,1.602996
AFG,2017,-1.595099
AGO,2017,-1.331706
AIA,2017,-0.0361
ALB,2017,-0.205749
ANT,2017,0.785958
ARE,2017,0.383489
ARG,2017,-0.172505
ARM,2017,-0.319306
ASM,2017,1.324547
ATG,2017,0.65568
AUS,2017,1.6237
AUT,2017,1.773884
AZE,2017,-0.712775
BDI,2017,-1.327414
BEL,2017,1.377531
BEN,2017,-0.389919
BFA,2017,-0.439819
BGD,2017,-0.924305
BGR,2017,-0.233333
BHR,2017,-0.02752
BHS,2017,0.377004
BIH,2017,-0.329417
BLR,2017,-0.759945
BLZ,2017,-0.541851
BMU,2017,0.870998
BOL,2017,-1.256552
BRA,2017,-0.280818
BRB,2017,0.960219
BRN,2017,0.293646
BTN,2017,0.620624
BWA,2017,0.403741
CAF,2017,-1.60528
CAN,2017,1.712657
CHE,2017,1.889529
CHL,2017,0.967432
CHN,2017,-0.53544
CIV,2017,-0.69425
CMR,2017,-1.118307
COD,2017,-1.599594
COG,2017,-1.185607
COL,2017,-0.365383
COM,2017,-0.824428
CPV,2017,0.701514
CRI,2017,0.54111
CUB,2017,-0.874023
CYM,2017,0.782756
CYP,2017,0.925262
CZE,2017,1.13083
DEU,2017,1.702885
DJI,2017,-1.010217
DMA,2017,0.699063
DNK,2017,1.937456
DOM,2017,-0.559547
DZA,2017,-0.867622
ECU,2017,-0.8824
EGY,2017,-0.774614
ERI,2017,-1.633707
ESP,2017,1.025139
EST,2017,1.40645
ETH,2017,-0.782503
FIN,2017,2.089452
FJI,2017,-0.295877
FRA,2017,1.244914
FSM,2017,0.151537
GAB,2017,-0.638817
GBR,2017,1.608424
GEO,2017,0.223162
GHA,2017,0.280028
GIN,2017,-1.141647
GMB,2017,-0.561584
GNB,2017,-1.327464
GNQ,2017,-1.565729
GRC,2017,0.277897
GRD,2017,0.559096
GRL,2017,1.627215
GTM,2017,-0.951067
GUF,2017,1.146837
GUM,2017,1.324547
GUY,2017,-0.414776
HKG,2017,1.495706
HND,2017,-1.090673
HRV,2017,0.343334
HTI,2017,-1.205801
HUN,2017,0.400988
IDN,2017,-0.3166
IND,2017,-0.039992
IRL,2017,1.531979
IRN,2017,-0.928378
IRQ,2017,-1.548491
ISL,2017,1.66583
ISR,2017,0.994279
ITA,2017,0.438999
JAM,2017,-0.089991
JEY,2017,1.627215
JOR,2017,0.193384
JPN,2017,1.489201
KAZ,2017,-0.46147
KEN,2017,-0.544218
KGZ,2017,-0.713514
KHM,2017,-1.187959
KIR,2017,0.38319
KNA,2017,0.852282
KOR,2017,1.011855
KWT,2017,-0.054128
LAO,2017,-0.822192
LBN,2017,-0.821324
LBR,2017,-0.791767
LBY,2017,-1.609726
LCA,2017,0.735523
LIE,2017,1.624396
LKA,2017,-0.11166
LSO,2017,-0.249681
LTU,2017,0.859113
LUX,2017,1.799045
LVA,2017,0.632335
MAC,2017,0.904108
MAR,2017,-0.371386
MCO,2017,1.602996
MDA,2017,-0.433205
MDG,2017,-0.78995
MDV,2017,-0.681526
MEX,2017,-0.730005
MHL,2017,0.686399
MKD,2017,-0.314301
MLI,2017,-0.754536
MLT,2017,1.112371
MMR,2017,-1.091244
MNE,2017,-0.082284
MNG,2017,-0.16938
MOZ,2017,-0.99149
MRT,2017,-0.806902
MTQ,2017,0.870998
MUS,2017,0.92627
MWI,2017,-0.26039
MYS,2017,0.130643
NAM,2017,0.220475
NER,2017,-0.56002
NGA,2017,-0.793796
NIC,2017,-0.913499
NLD,2017,1.865295
NOR,2017,2.038848
NPL,2017,-0.443938
NRU,2017,0.382784
NZL,2017,1.819209
OMN,2017,0.180894
PAK,2017,-0.86548
PAN,2017,-0.15966
PER,2017,-0.374605
PHL,2017,-0.591286
PLW,2017,1.350405
PNG,2017,-0.619928
POL,2017,0.619117
PRI,2017,0.586213
PRK,2017,-1.773019
PRT,2017,1.172268
PRY,2017,-0.493256
PSE,2017,-0.810274
QAT,2017,0.470148
REU,2017,1.097773
ROU,2017,0.395806
RUS,2017,-0.837163
RWA,2017,-0.138635
SAU,2017,-0.332739
SDN,2017,-1.382248
SEN,2017,-0.129583
SGP,2017,1.49284
SLB,2017,-0.200867
SLE,2017,-0.757571
SLV,2017,-0.861037
SMR,2017,1.66983
SOM,2017,-2.316785
SRB,2017,-0.100076
SSD,2017,-1.753389
STP,2017,-0.49917
SUR,2017,-0.241388
SVK,2017,0.258665
SVN,2017,0.725684
SWE,2017,1.874601
SWZ,2017,-0.468256
SYC,2017,0.25191
SYR,2017,-1.807304
TCD,2017,-1.31854
TGO,2017,-0.807067
THA,2017,-0.319028
TJK,2017,-1.164249
TKM,2017,-1.480283
TLS,2017,-1.051316
TON,2017,0.078575
TTO,2017,-0.006026
TUN,2017,-0.090287
TUR,2017,-0.615377
TUV,2017,0.932369
TWN,2017,1.059043
TZA,2017,-0.4868
UGA,2017,-0.657232
UKR,2017,-0.576146
URY,2017,0.873813
USA,2017,1.320034
UZB,2017,-0.996347
VCT,2017,0.618666
VEN,2017,-2.214894
VIR,2017,0.644224
VNM,2017,-0.309361
VUT,2017,0.472302
WSM,2017,0.976583
XKX,2017,-0.278882
YEM,2017,-1.659613
ZAF,2017,0.014338
ZMB,2017,-0.450464
ZWE,2017,-1.380811
ABW,2018,1.29315
AND,2018,1.617821
AFG,2018,-1.666874
AGO,2018,-1.110552
AIA,2018,-0.033907
ALB,2018,-0.174353
ARE,2018,0.38932
ARG,2018,-0.20221
ARM,2018,-0.218661
ASM,2018,1.32674
ATG,2018,0.581689
AUS,2018,1.635892
AUT,2018,1.798946
AZE,2018,-0.653354
BDI,2018,-1.384237
BEL,2018,1.42076
BEN,2018,-0.431946
BFA,2018,-0.406209
BGD,2018,-0.909627
BGR,2018,-0.140667
BHR,2018,-0.057244
BHS,2018,0.381433
BIH,2018,-0.3211
BLR,2018,-0.733064
BLZ,2018,-0.590769
BMU,2018,0.873191
BOL,2018,-1.284799
BRA,2018,-0.401504
BRB,2018,0.822575
BRN,2018,0.340509
BTN,2018,0.667448
BWA,2018,0.403178
CAF,2018,-1.553388
CAN,2018,1.702834
CHE,2018,1.913422
CHL,2018,0.958074
CHN,2018,-0.520445
CIV,2018,-0.623085
CMR,2018,-1.142393
COD,2018,-1.656956
COG,2018,-1.204897
COK,2018,0.980687
COL,2018,-0.422011
COM,2018,-0.914143
CPV,2018,0.740074
CRI,2018,0.518591
CUB,2018,-0.832943
CYM,2018,0.783437
CYP,2018,0.852144
CZE,2018,1.04031
DEU,2018,1.715527
DJI,2018,-0.986593
DMA,2018,0.613895
DNK,2018,1.924835
DOM,2018,-0.548326
DZA,2018,-0.853583
ECU,2018,-0.767101
EGY,2018,-0.739756
ERI,2018,-1.68178
ESP,2018,0.992005
EST,2018,1.362154
ETH,2018,-0.79388
FIN,2018,2.051007
FJI,2018,-0.20487
FRA,2018,1.225462
FSM,2018,0.030907
GAB,2018,-0.773082
GBR,2018,1.485498
GEO,2018,0.266389
GHA,2018,0.199932
GIN,2018,-1.104063
GMB,2018,-0.459014
GNB,2018,-1.133926
GNQ,2018,-1.627326
GRC,2018,0.279761
GRD,2018,0.421661
GRL,2018,1.628111
GTM,2018,-0.980853
GUF,2018,1.147517
GUM,2018,1.414198
GUY,2018,-0.410258
HKG,2018,1.480286
HND,2018,-1.093643
HRV,2018,0.255405
HTI,2018,-1.171472
HUN,2018,0.339678
IDN,2018,-0.219719
IND,2018,0.020334
IRL,2018,1.528116
IRN,2018,-0.969023
IRQ,2018,-1.43205
ISL,2018,1.740785
ISR,2018,0.935194
ITA,2018,0.418718
JAM,2018,-0.140965
JEY,2018,1.628111
JOR,2018,0.145876
JPN,2018,1.48712
KAZ,2018,-0.370499
KEN,2018,-0.510727
KGZ,2018,-0.692173
KHM,2018,-1.219123
KIR,2018,0.285561
KNA,2018,0.742199
KOR,2018,1.110074
KWT,2018,-0.017765
LAO,2018,-0.857995
LBN,2018,-0.771737
LBR,2018,-0.83103
LBY,2018,-1.568481
LCA,2018,0.666039
LIE,2018,1.632
LKA,2018,-0.057594
LSO,2018,-0.337208
LTU,2018,0.749078
LUX,2018,1.861437
LVA,2018,0.615245
MAC,2018,0.959526
MAR,2018,-0.324822
MCO,2018,1.536679
MDA,2018,-0.403499
MDG,2018,-0.792384
MDV,2018,-0.625983
MEX,2018,-0.806269
MHL,2018,0.580853
MKD,2018,-0.226752
MLI,2018,-0.751553
MLT,2018,1.058595
MMR,2018,-1.173538
MNE,2018,0.065028
MNG,2018,-0.179897
MOZ,2018,-0.980881
MRT,2018,-0.823959
MTQ,2018,0.873191
MUS,2018,0.926741
MWI,2018,-0.292633
MYS,2018,0.286395
NAM,2018,0.183239
NCL,2018,0.993733
NER,2018,-0.574458
NGA,2018,-0.813824
NIC,2018,-1.305451
NIU,2018,1.064287
NLD,2018,1.820228
NOR,2018,2.02892
NPL,2018,-0.367188
NRU,2018,0.199566
NZL,2018,1.801272
OMN,2018,0.183781
PAK,2018,-0.839622
PAN,2018,-0.251737
PER,2018,-0.460921
PHL,2018,-0.639802
PLW,2018,1.312498
PNG,2018,-0.668524
POL,2018,0.547343
PRI,2018,0.533906
PRK,2018,-1.714075
PRT,2018,1.13034
PRY,2018,-0.454062
PSE,2018,-0.878079
QAT,2018,0.463906
REU,2018,1.099966
ROU,2018,0.307047
RUS,2018,-0.832459
RWA,2018,-0.143414
SAU,2018,-0.232645
SDN,2018,-1.367972
SEN,2018,-0.137684
SGP,2018,1.533713
SLB,2018,-0.162276
SLE,2018,-0.736685
SLV,2018,-0.831723
SMR,2018,1.617821
SOM,2018,-2.30478
SRB,2018,-0.099907
SSD,2018,-1.870809
STP,2018,-0.494994
SUR,2018,-0.260692
SVK,2018,0.305661
SVN,2018,0.758551
SWE,2018,1.838854
SWZ,2018,-0.46541
SYC,2018,0.434656
SYR,2018,-1.776853
TCD,2018,-1.357455
TGO,2018,-0.694814
THA,2018,-0.298653
TJK,2018,-1.100135
TKM,2018,-1.483262
TLS,2018,-0.924761
TON,2018,0.155639
TTO,2018,-0.121921
TUN,2018,-0.057413
TUR,2018,-0.708945
TUV,2018,0.857461
TWN,2018,1.133112
TZA,2018,-0.552073
UGA,2018,-0.693584
UKR,2018,-0.516307
URY,2018,0.865848
USA,2018,1.172107
UZB,2018,-0.895607
VCT,2018,0.613144
VEN,2018,-2.306469
VIR,2018,1.099966
VNM,2018,-0.285472
VUT,2018,0.334843
WSM,2018,0.921263
XKX,2018,-0.250447
YEM,2018,-1.685259
ZAF,2018,-0.068331
ZMB,2018,-0.481774
ZWE,2018,-1.294201
ABW,2019,1.293063
AND,2019,1.617625
AFG,2019,-1.657155
AGO,2019,-1.051968
AIA,2019,0.419361
ALB,2019,-0.291428
ARE,2019,0.426268
ARG,2019,-0.338126
ARM,2019,-0.247988
ASM,2019,1.372483
ATG,2019,0.58951
AUS,2019,1.634261
AUT,2019,1.809815
AZE,2019,-0.67255
BDI,2019,-1.330086
BEL,2019,1.449331
BEN,2019,-0.395344
BFA,2019,-0.408523
BGD,2019,-0.941947
BGR,2019,-0.140583
BHR,2019,0.007383
BHS,2019,0.376965
BIH,2019,-0.390503
BLR,2019,-0.794237
BLZ,2019,-0.561297
BMU,2019,0.87291
BOL,2019,-1.244905
BRA,2019,-0.386179
BRB,2019,0.784598
BRN,2019,0.288546
BTN,2019,0.661869
BWA,2019,0.451915
CAF,2019,-1.583995
CAN,2019,1.682264
CHE,2019,1.914123
CHL,2019,0.914244
CHN,2019,-0.551557
CIV,2019,-0.599899
CMR,2019,-1.189243
COD,2019,-1.649235
COG,2019,-1.222407
COK,2019,1.098561
COL,2019,-0.452757
COM,2019,-0.981524
CPV,2019,0.768329
CRI,2019,0.580864
CUB,2019,-0.758068
CYM,2019,0.78335
CYP,2019,0.858054
CZE,2019,1.116394
DEU,2019,1.707662
DJI,2019,-1.007272
DMA,2019,0.602577
DNK,2019,2.020194
DOM,2019,-0.480108
DZA,2019,-0.84573
ECU,2019,-0.648563
EGY,2019,-0.749388
ERI,2019,-1.688687
ESP,2019,1.095595
EST,2019,1.506156
ETH,2019,-0.776779
FIN,2019,2.108689
FJI,2019,0.063004
FRA,2019,1.184915
FSM,2019,0.2218
GAB,2019,-0.865842
GBR,2019,1.438475
GEO,2019,0.214437
GHA,2019,0.117713
GIN,2019,-1.083214
GMB,2019,-0.443057
GNB,2019,-1.143927
GNQ,2019,-1.58846
GRC,2019,0.38383
GRD,2019,0.390535
GRL,2019,1.627996
GTM,2019,-1.00566
GUF,2019,1.077031
GUM,2019,1.423957
GUY,2019,-0.440267
HKG,2019,1.335662
HND,2019,-1.07653
HRV,2019,0.31002
HTI,2019,-1.181278
HUN,2019,0.308111
IDN,2019,-0.191973
IND,2019,-0.020106
IRL,2019,1.540991
IRN,2019,-1.053723
IRQ,2019,-1.37408
ISL,2019,1.7467
ISR,2019,0.949134
ITA,2019,0.529631
JAM,2019,-0.170498
JEY,2019,1.627996
JOR,2019,0.136513
JPN,2019,1.511995
KAZ,2019,-0.43097
KEN,2019,-0.559009
KGZ,2019,-0.73845
KHM,2019,-1.130682
KIR,2019,0.583521
KNA,2019,0.633226
KOR,2019,1.110536
KWT,2019,0.066225
LAO,2019,-0.944246
LBN,2019,-0.860445
LBR,2019,-0.870666
LBY,2019,-1.621379
LCA,2019,0.666823
LIE,2019,1.631923
LKA,2019,-0.078101
LSO,2019,-0.341573
LTU,2019,1.057867
LUX,2019,1.843165
LVA,2019,0.828729
MAC,2019,0.906377
MAR,2019,-0.319864
MCO,2019,1.536483
MDA,2019,-0.374744
MDG,2019,-0.839532
MDV,2019,-0.483731
MEX,2019,-0.876012
MHL,2019,0.847842
MKD,2019,-0.286233
MLI,2019,-0.808687
MLT,2019,1.018577
MMR,2019,-1.186698
MNE,2019,0.078469
MNG,2019,-0.203832
MOZ,2019,-0.965602
MRT,2019,-0.782141
MTQ,2019,0.646136
MUS,2019,0.892996
MWI,2019,-0.304801
MYS,2019,0.338927
NAM,2019,0.185913
NCL,2019,1.055669
NER,2019,-0.539152
NGA,2019,-0.837706
NIC,2019,-1.333416
NIU,2019,1.336891
NLD,2019,1.843311
NOR,2019,2.032299
NPL,2019,-0.412785
NRU,2019,0.213461
NZL,2019,1.7838
OMN,2019,0.260692
PAK,2019,-0.812268
PAN,2019,-0.278602
PER,2019,-0.456438
PHL,2019,-0.647098
PLW,2019,1.159262
PNG,2019,-0.714087
POL,2019,0.526376
PRI,2019,0.514683
PRK,2019,-1.713664
PRT,2019,1.116551
PRY,2019,-0.429495
PSE,2019,-0.851593
PYF,2019,0.8978
QAT,2019,0.493862
REU,2019,0.87291
ROU,2019,0.366777
RUS,2019,-0.866818
RWA,2019,-0.14057
SAU,2019,-0.169569
SDN,2019,-1.422311
SEN,2019,-0.111789
SGP,2019,1.52637
SLB,2019,-0.082631
SLE,2019,-0.781942
SLV,2019,-0.748971
SMR,2019,1.617625
SOM,2019,-2.276891
SRB,2019,-0.065298
SSD,2019,-1.872286
STP,2019,-0.487428
SUR,2019,-0.248592
SVK,2019,0.367176
SVN,2019,0.916403
SWE,2019,1.866962
SWZ,2019,-0.557112
SYC,2019,0.433013
SYR,2019,-1.830847
TCD,2019,-1.321183
TGO,2019,-0.702959
THA,2019,-0.200253
TJK,2019,-1.246395
TKM,2019,-1.594926
TLS,2019,-0.78003
TON,2019,0.237014
TTO,2019,-0.137868
TUN,2019,-0.026858
TUR,2019,-0.597047
TUV,2019,0.857347
TWN,2019,1.192107
TZA,2019,-0.572834
UGA,2019,-0.728266
UKR,2019,-0.585573
URY,2019,0.880371
USA,2019,1.123518
UZB,2019,-0.943947
VCT,2019,0.683468
VEN,2019,-2.33098
VIR,2019,1.099685
VNM,2019,-0.295336
VUT,2019,0.375478
WSM,2019,1.159202
XKX,2019,-0.352763
YEM,2019,-1.666122
ZAF,2019,-0.074916
ZMB,2019,-0.591155
ZWE,2019,-1.281586
ABW,2020,1.293814
AND,2020,1.619317
AFG,2020,-1.655664
AGO,2020,-0.947504
AIA,2020,0.421784
ALB,2020,-0.256738
ARE,2020,0.397499
ARG,2020,-0.29055
ARM,2020,-0.075179
ASM,2020,1.202001
ATG,2020,0.589986
AUS,2020,1.552139
AUT,2020,1.748108
AZE,2020,-0.618209
BDI,2020,-1.321212
BEL,2020,1.453325
BEN,2020,-0.393458
BFA,2020,-0.418916
BGD,2020,-0.896917
BGR,2020,-0.150535
BHR,2020,-0.110377
BHS,2020,0.314196
BIH,2020,-0.302593
BLR,2020,-0.860211
BLZ,2020,-0.520791
BMU,2020,0.648558
BOL,2020,-1.202141
BRA,2020,-0.392172
BRB,2020,0.704855
BRN,2020,0.563421
BTN,2020,0.647019
BWA,2020,0.33481
CAF,2020,-1.562382
CAN,2020,1.55859
CHE,2020,1.807707
CHL,2020,0.739241
CHN,2020,-0.50937
CIV,2020,-0.618331
CMR,2020,-1.227257
COD,2020,-1.614321
COG,2020,-1.248937
COK,2020,1.191418
COL,2020,-0.482496
COM,2020,-1.066354
CPV,2020,0.66879
CRI,2020,0.631698
CUB,2020,-0.574969
CYM,2020,0.784102
CYP,2020,0.747267
CZE,2020,1.124593
DEU,2020,1.627123
DJI,2020,-1.044741
DMA,2020,0.598459
DNK,2020,1.974847
DOM,2020,-0.38133
DZA,2020,-0.774694
ECU,2020,-0.567636
EGY,2020,-0.789881
