Country,Year,Value,LOO,M1,M2,M4
Ecuador,2015,54.0,63.657,45.808,11,0.1375
Egypt,2015,68.2,63.477,73.274,56,0.7
El Salvador,2015,59.4,63.589,55.487,23,0.2875
Estonia,2015,67.3,63.489,71.34,52,0.65
Ethiopia,2015,65.0,63.518,66.517,42,0.525
Finland,2015,72.9,63.418,83.8,72,0.9
France,2015,67.3,63.489,71.34,52,0.65
Georgia,2015,63.5,63.537,63.463,32,0.4
Germany,2015,68.6,63.472,74.142,59,0.7375
Greece,2015,64.0,63.53,64.473,35,0.4375
Honduras,2015,50.8,63.697,40.514,6,0.075
Hungary,2015,69.6,63.459,76.335,64,0.8
Iceland,2015,73.2,63.414,84.496,74,0.925
Indonesia,2015,61.8,63.558,60.09,30,0.375
Ireland,2015,68.2,63.477,73.274,56,0.7
Israel,2015,60.3,63.577,57.192,26,0.325
Italy,2015,64.6,63.523,65.695,41,0.5125
Japan,2015,69.3,63.463,75.674,62,0.775
Kazakhstan,2015,73.2,63.414,84.496,74,0.925
Kenya,2015,59.2,63.591,55.112,22,0.275
Kyrgyzstan,2015,71.0,63.442,79.459,67,0.8375
Latvia,2015,65.8,63.508,68.175,43,0.5375
Lithuania,2015,62.6,63.548,61.666,31,0.3875
Luxembourg,2015,67.1,63.491,70.914,48,0.6
Malaysia,2015,58.9,63.595,54.552,21,0.2625
Malta,2015,70.6,63.447,78.56,65,0.8125
Moldova,2015,73.0,63.416,84.032,73,0.9125
Montenegro,2015,61.0,63.568,58.535,27,0.3375
Netherlands,2015,71.8,63.432,81.272,68,0.85
Nigeria,2015,64.1,63.529,64.676,37,0.4625
Macedonia,2015,64.4,63.525,65.287,39,0.4875
Norway,2015,72.5,63.423,82.876,71,0.8875
Pakistan,2015,68.7,63.471,74.36,60,0.75
Panama,2015,49.2,63.718,37.99,5,0.0625
Paraguay,2015,52.4,63.677,43.12,8,0.1
Peru,2015,56.6,63.624,50.351,15,0.1875
Philippines,2015,55.4,63.639,48.227,14,0.175
Poland,2015,68.2,63.477,73.274,56,0.7
Portugal,2015,64.5,63.524,65.491,40,0.5
Romania,2015,64.1,63.529,64.676,37,0.4625
Russia,2015,63.5,63.537,63.463,32,0.4
Serbia,2015,59.5,63.587,55.675,24,0.3
Slovakia,2015,73.5,63.41,85.195,76,0.95
Slovenia,2015,74.6,63.396,87.784,80,1.0
Spain,2015,63.8,63.533,64.068,34,0.425
Sweden,2015,70.8,63.444,79.009,66,0.825
Switzerland,2015,67.7,63.484,72.197,55,0.6875
Tajikistan,2015,66.0,63.505,68.593,44,0.55
Thailand,2015,64.0,63.53,64.473,35,0.4375
Togo,2015,57.0,63.619,51.07,16,0.2
Tunisia,2015,67.2,63.49,71.127,50,0.625
Turkey,2015,57.1,63.618,51.25,17,0.2125
Ukraine,2015,74.5,63.397,87.547,79,0.9875
United Kingdom,2015,66.7,63.496,70.065,47,0.5875
United States,2015,58.5,63.6,53.809,19,0.2375
Uruguay,2015,59.9,63.582,56.431,25,0.3125
Zambia,2015,44.2,63.781,30.63,1,0.0125
Albania,2016,66.3,64.126,68.547,42,0.5455
Argentina,2016,57.7,64.239,51.826,16,0.2078
Armenia,2016,67.5,64.111,71.069,49,0.6364
Australia,2016,66.3,64.126,68.547,42,0.5455
Austria,2016,69.2,64.088,74.72,60,0.7792
Bangladesh,2016,67.6,64.109,71.281,50,0.6494
Barbados,2016,65.9,64.132,67.717,41,0.5325
Belarus,2016,74.7,64.016,87.167,74,0.961
Belgium,2016,72.4,64.046,81.844,67,0.8701
Bolivia,2016,54.8,64.278,46.72,10,0.1299
Brazil,2016,46.6,64.386,33.727,2,0.026
Bulgaria,2016,59.4,64.217,54.944,19,0.2468
Canada,2016,67.3,64.113,70.645,48,0.6234
China,2016,61.5,64.189,58.923,25,0.3247
Colombia,2016,48.3,64.363,36.246,3,0.039
Costa Rica,2016,51.3,64.324,40.913,6,0.0779
Croatia,2016,69.1,64.089,74.502,59,0.7662
Cyprus,2016,67.1,64.116,70.223,46,0.5974
Czech Republic,2016,74.6,64.017,86.932,73,0.9481
Denmark,2016,71.8,64.054,80.483,65,0.8442
Dominican Republic,2016,54.3,64.284,45.866,9,0.1169
Ecuador,2016,55.0,64.275,47.063,11,0.1429
El Salvador,2016,60.0,64.209,56.067,20,0.2597
Estonia,2016,68.8,64.093,73.852,57,0.7403
Swaziland,2016,45.4,64.401,32.005,1,0.013
Finland,2016,72.9,64.039,82.986,70,0.9091
France,2016,68.1,64.103,72.347,52,0.6753
Georgia,2016,63.4,64.164,62.645,31,0.4026
Germany,2016,68.7,64.095,73.636,55,0.7143
Ghana,2016,56.5,64.255,49.681,14,0.1818
Greece,2016,65.0,64.143,65.868,37,0.4805
Honduras,2016,50.2,64.338,39.169,5,0.0649
Hungary,2016,69.7,64.082,75.811,61,0.7922
Iceland,2016,72.8,64.041,82.757,68,0.8831
Indonesia,2016,63.1,64.168,62.049,28,0.3636
Ireland,2016,67.2,64.114,70.434,47,0.6104
Israel,2016,61.0,64.196,57.963,23,0.2987
Italy,2016,64.8,64.146,65.461,34,0.4416
Japan,2016,68.2,64.101,72.561,53,0.6883
Kazakhstan,2016,72.8,64.041,82.757,68,0.8831
South Korea,2016,64.8,64.146,65.461,34,0.4416
Kyrgyzstan,2016,73.2,64.036,83.676,71,0.9221
Latvia,2016,65.7,64.134,67.304,40,0.5195
Lithuania,2016,61.6,64.188,59.116,27,0.3506
Luxembourg,2016,68.3,64.1,72.775,54,0.7013
Maldives,2016,68.7,64.095,73.636,55,0.7143
Malta,2016,70.9,64.066,78.463,63,0.8182
Mexico,2016,53.1,64.3,43.851,8,0.1039
Moldova,2016,73.7,64.029,84.832,72,0.9351
Mongolia,2016,67.7,64.108,71.493,51,0.6623
Montenegro,2016,61.5,64.189,58.923,25,0.3247
Netherlands,2016,71.8,64.054,80.483,65,0.8442
Macedonia,2016,65.5,64.137,66.892,38,0.4935
Norway,2016,71.5,64.058,79.807,64,0.8312
Panama,2016,49.6,64.346,38.233,4,0.0519
Paraguay,2016,52.1,64.313,42.206,7,0.0909
Peru,2016,56.4,64.257,49.504,13,0.1688
Poland,2016,68.8,64.093,73.852,57,0.7403
Portugal,2016,64.8,64.146,65.461,34,0.4416
Romania,2016,65.6,64.136,67.098,39,0.5065
Russia,2016,63.3,64.166,62.446,29,0.3766
Rwanda,2016,56.3,64.258,49.328,12,0.1558
Serbia,2016,61.2,64.193,58.346,24,0.3117
Slovakia,2016,74.8,64.014,87.403,75,0.974
Slovenia,2016,75.2,64.009,88.347,77,1.0
Spain,2016,64.2,64.154,64.246,32,0.4156
Sri Lanka,2016,60.7,64.2,57.391,22,0.2857
Sweden,2016,70.4,64.072,77.353,62,0.8052
Switzerland,2016,67.0,64.117,70.013,45,0.5844
Thailand,2016,63.3,64.166,62.446,29,0.3766
Turkey,2016,58.1,64.234,52.552,17,0.2208
Uganda,2016,57.2,64.246,50.927,15,0.1948
Ukraine,2016,75.0,64.012,87.874,76,0.987
United Kingdom,2016,66.9,64.118,69.802,44,0.5714
United States,2016,58.7,64.226,53.649,18,0.2338
Uruguay,2016,60.3,64.205,56.632,21,0.2727
Vietnam,2016,64.7,64.147,65.257,33,0.4286
Albania,2017,66.9,64.901,68.96,41,0.5857
Argentina,2017,58.6,65.022,52.812,13,0.1857
Armenia,2017,66.4,64.909,67.926,39,0.5571
Austria,2017,70.3,64.852,76.205,53,0.7571
Belarus,2017,74.6,64.79,85.896,67,0.9571
Belgium,2017,72.6,64.819,81.315,60,0.8571
Bolivia,2017,55.4,65.068,47.168,9,0.1286
Brazil,2017,46.7,65.194,33.452,1,0.0143
Bulgaria,2017,59.6,65.007,54.643,15,0.2143
Canada,2017,66.7,64.904,68.545,40,0.5714
Chile,2017,54.7,65.078,45.977,7,0.1
China,2017,60.9,64.988,57.069,17,0.2429
Colombia,2017,49.1,65.159,36.999,2,0.0286
Costa Rica,2017,51.7,65.122,41.045,6,0.0857
Croatia,2017,69.6,64.862,74.684,51,0.7286
Cyprus,2017,68.6,64.877,72.537,47,0.6714
Czech Republic,2017,75.1,64.783,87.061,68,0.9714
Denmark,2017,71.3,64.838,78.406,57,0.8143
Dominican Republic,2017,57.8,65.033,51.371,12,0.1714
Ecuador,2017,55.3,65.07,46.997,8,0.1143
Egypt,2017,68.5,64.878,72.324,46,0.6571
El Salvador,2017,62.0,64.972,59.164,19,0.2714
Estonia,2017,69.6,64.862,74.684,51,0.7286
Finland,2017,72.6,64.819,81.315,60,0.8571
France,2017,68.4,64.88,72.111,45,0.6429
Gabon,2017,62.0,64.972,59.164,19,0.2714
Georgia,2017,62.1,64.971,59.356,21,0.3
Germany,2017,68.7,64.875,72.75,49,0.7
Greece,2017,65.6,64.92,66.287,36,0.5143
Honduras,2017,50.6,65.138,39.307,4,0.0571
Hungary,2017,69.4,64.865,74.252,50,0.7143
Iceland,2017,73.9,64.8,84.278,64,0.9143
Indonesia,2017,63.6,64.949,62.279,25,0.3571
Ireland,2017,68.6,64.877,72.537,47,0.6714
Israel,2017,61.8,64.975,58.78,18,0.2571
Italy,2017,64.1,64.942,63.269,29,0.4143
Japan,2017,68.2,64.883,71.687,44,0.6286
Kazakhstan,2017,72.5,64.82,81.09,59,0.8429
South Korea,2017,65.1,64.928,65.273,33,0.4714
Kyrgyzstan,2017,72.7,64.817,81.541,62,0.8857
Latvia,2017,64.4,64.938,63.867,30,0.4286
Lithuania,2017,62.7,64.962,60.516,22,0.3143
Luxembourg,2017,65.5,64.922,66.083,35,0.5
Malta,2017,70.8,64.845,77.302,55,0.7857
Mauritius,2017,63.2,64.955,61.492,24,0.3429
Moldova,2017,74.1,64.797,84.739,66,0.9429
Montenegro,2017,63.1,64.957,61.297,23,0.3286
Netherlands,2017,71.5,64.835,78.85,58,0.8286
Macedonia,2017,65.8,64.917,66.695,37,0.5286
Norway,2017,73.0,64.813,82.221,63,0.9
Panama,2017,50.1,65.145,38.53,3,0.0429
Paraguay,2017,51.5,65.125,40.726,5,0.0714
Peru,2017,56.7,65.049,49.422,11,0.1571
Poland,2017,70.3,64.852,76.205,53,0.7571
Portugal,2017,66.2,64.912,67.514,38,0.5429
Qatar,2017,64.9,64.93,64.87,32,0.4571
Romania,2017,64.0,64.943,63.07,28,0.4
Russia,2017,64.5,64.936,64.067,31,0.4429
Serbia,2017,63.9,64.945,62.872,27,0.3857
Slovakia,2017,76.8,64.758,91.081,70,1.0
Slovenia,2017,75.8,64.772,88.705,69,0.9857
Spain,2017,65.3,64.925,65.678,34,0.4857
Sweden,2017,71.2,64.839,78.185,56,0.8
Switzerland,2017,67.3,64.896,69.793,42,0.6
Thailand,2017,63.6,64.949,62.279,25,0.3571
Turkey,2017,56.5,65.052,49.072,10,0.1429
Ukraine,2017,74.0,64.799,84.508,65,0.9286
United Kingdom,2017,67.4,64.894,70.003,43,0.6143
United States,2017,58.6,65.022,52.812,13,0.1857
Uruguay,2017,60.5,64.994,56.317,16,0.2286
Albania,2018,69.9,64.303,75.984,67,0.7701
Angola,2018,48.7,64.55,36.742,3,0.0345
Argentina,2018,58.3,64.438,52.746,18,0.2069
Armenia,2018,65.6,64.353,66.871,49,0.5632
Australia,2018,65.7,64.352,67.076,50,0.5747
Austria,2018,69.2,64.312,74.46,63,0.7241
Belarus,2018,74.8,64.247,87.087,84,0.9655
Belgium,2018,72.8,64.27,82.462,79,0.908
Belize,2018,60.1,64.417,56.072,22,0.2529
Benin,2018,62.1,64.394,59.888,29,0.3333
Bolivia,2018,57.4,64.449,51.122,12,0.1379
Brazil,2018,46.1,64.58,32.908,1,0.0115
Bulgaria,2018,58.7,64.434,53.477,19,0.2184
Burkina Faso,2018,57.0,64.453,50.408,11,0.1264
Canada,2018,67.5,64.331,70.825,60,0.6897
Chad,2018,62.5,64.39,60.666,30,0.3448
China,2018,61.5,64.401,58.73,27,0.3103
Colombia,2018,48.4,64.553,36.289,2,0.023
Costa Rica,2018,52.0,64.512,41.915,6,0.069
Ivory Coast,2018,62.8,64.386,61.253,32,0.3678
Croatia,2018,70.3,64.299,76.861,69,0.7931
Cyprus,2018,67.3,64.334,70.403,58,0.6667
Czech Republic,2018,75.0,64.244,87.557,85,0.977
Denmark,2018,71.8,64.281,80.198,73,0.8391
Dominican Republic,2018,56.3,64.462,49.172,10,0.1149
Ecuador,2018,54.6,64.481,46.233,9,0.1034
El Salvador,2018,61.4,64.402,58.538,25,0.2874
Estonia,2018,69.7,64.306,75.547,65,0.7471
Finland,2018,72.7,64.271,82.235,78,0.8966
France,2018,67.6,64.33,71.036,61,0.7011
Georgia,2018,63.6,64.377,62.833,34,0.3908
Germany,2018,68.1,64.324,72.097,62,0.7126
Greece,2018,67.1,64.336,69.983,56,0.6437
Guinea,2018,70.4,64.298,77.081,70,0.8046
Honduras,2018,51.1,64.522,40.47,5,0.0575
Iceland,2018,73.4,64.263,83.836,80,0.9195
Indonesia,2018,63.7,64.376,63.032,36,0.4138
Ireland,2018,69.4,64.309,74.894,64,0.7356
Israel,2018,61.4,64.402,58.538,25,0.2874
Italy,2018,64.8,64.363,65.24,44,0.5057
Jamaica,2018,64.7,64.364,65.038,42,0.4828
Japan,2018,67.1,64.336,69.983,56,0.6437
Kazakhstan,2018,72.2,64.277,81.1,75,0.8621
South Korea,2018,66.3,64.345,68.314,51,0.5862
Kyrgyzstan,2018,72.3,64.276,81.326,76,0.8736
Laos,2018,61.2,64.405,58.155,24,0.2759
Latvia,2018,64.9,64.362,65.443,45,0.5172
Lithuania,2018,64.3,64.369,64.231,39,0.4483
Luxembourg,2018,64.6,64.365,64.836,41,0.4713
Malaysia,2018,58.8,64.433,53.66,20,0.2299
Mali,2018,64.0,64.372,63.63,37,0.4253
Malta,2018,71.3,64.287,79.078,72,0.8276
Mexico,2018,54.0,64.488,45.217,7,0.0805
Moldova,2018,74.3,64.252,85.919,83,0.954
Mongolia,2018,67.3,64.334,70.403,58,0.6667
Montenegro,2018,63.2,64.381,62.04,33,0.3793
Netherlands,2018,71.9,64.28,80.423,74,0.8506
Niger,2018,62.7,64.387,61.057,31,0.3563
Nigeria,2018,64.9,64.362,65.443,45,0.5172
Macedonia,2018,67.0,64.337,69.773,55,0.6322
Norway,2018,72.4,64.274,81.553,77,0.8851
Pakistan,2018,70.4,64.298,77.081,70,0.8046
Panama,2018,50.8,64.526,39.994,4,0.046
Paraguay,2018,54.0,64.488,45.217,7,0.0805
Peru,2018,57.6,64.447,51.481,14,0.1609
Philippines,2018,57.7,64.445,51.661,16,0.1839
Poland,2018,69.8,64.305,75.765,66,0.7586
Portugal,2018,66.5,64.343,68.729,53,0.6092
Romania,2018,64.2,64.37,64.031,38,0.4368
Russia,2018,64.7,64.364,65.038,42,0.4828
Senegal,2018,61.7,64.399,59.114,28,0.3218
Serbia,2018,65.0,64.36,65.646,47,0.5402
Slovakia,2018,75.0,64.244,87.557,85,0.977
Slovenia,2018,75.4,64.24,88.499,87,1.0
Spain,2018,65.3,64.357,66.257,48,0.5517
Sweden,2018,70.0,64.302,76.203,68,0.7816
Switzerland,2018,66.9,64.338,69.564,54,0.6207
Tanzania,2018,59.5,64.424,54.952,21,0.2414
Thailand,2018,63.6,64.377,62.833,34,0.3908
Togo,2018,57.5,64.448,51.301,13,0.1494
Turkey,2018,57.6,64.447,51.481,14,0.1609
Ukraine,2018,73.9,64.257,84.99,82,0.9425
United Arab Emirates,2018,73.6,64.26,84.297,81,0.931
United Kingdom,2018,66.3,64.345,68.314,51,0.5862
United States,2018,58.2,64.44,52.565,17,0.1954
Uruguay,2018,60.3,64.415,56.448,23,0.2644
Vietnam,2018,64.3,64.369,64.231,39,0.4483
Albania,2019,69.9,65.093,75.062,51,0.7286
Argentina,2019,56.7,65.284,49.245,10,0.1429
Armenia,2019,70.0,65.091,75.279,52,0.7429
Austria,2019,69.8,65.094,74.846,50,0.7143
Belarus,2019,74.7,65.023,85.817,67,0.9571
Belgium,2019,72.8,65.051,81.472,63,0.9
Bolivia,2019,58.4,65.259,52.262,14,0.2
Brazil,2019,46.5,65.432,33.046,1,0.0143
Bulgaria,2019,59.7,65.241,54.63,16,0.2286
Canada,2019,68.2,65.117,71.429,43,0.6143
China,2019,61.8,65.21,58.568,20,0.2857
Colombia,2019,47.5,65.417,34.49,2,0.0286
Costa Rica,2019,51.8,65.355,41.056,5,0.0714
Croatia,2019,71.1,65.075,77.682,57,0.8143
Cyprus,2019,68.8,65.109,72.701,44,0.6286
Czech Republic,2019,74.7,65.023,85.817,67,0.9571
Denmark,2019,72.3,65.058,80.348,60,0.8571
Dominican Republic,2019,58.1,65.264,51.723,12,0.1714
Ecuador,2019,54.3,65.319,45.14,7,0.1
Egypt,2019,68.1,65.119,71.218,42,0.6
El Salvador,2019,61.2,65.219,57.429,18,0.2571
Estonia,2019,69.2,65.103,73.555,47,0.6714
Fiji,2019,69.3,65.101,73.769,48,0.6857
Finland,2019,72.3,65.058,80.348,60,0.8571
France,2019,68.8,65.109,72.701,44,0.6286
Georgia,2019,64.1,65.177,63.041,22,0.3143
Germany,2019,67.8,65.123,70.587,41,0.5857
Greece,2019,66.9,65.136,68.712,37,0.5286
Honduras,2019,51.8,65.355,41.056,5,0.0714
Iceland,2019,73.2,65.045,82.378,64,0.9143
Indonesia,2019,64.6,65.17,64.035,25,0.3571
Ireland,2019,69.7,65.096,74.63,49,0.7
Israel,2019,61.7,65.212,58.378,19,0.2714
Italy,2019,65.4,65.158,65.643,29,0.4143
Japan,2019,67.0,65.135,68.919,38,0.5429
Kazakhstan,2019,72.0,65.062,79.677,59,0.8429
South Korea,2019,66.8,65.138,68.505,36,0.5143
Kyrgyzstan,2019,70.3,65.087,75.931,53,0.7571
Latvia,2019,65.5,65.157,65.845,30,0.4286
Lithuania,2019,64.7,65.168,64.235,26,0.3714
Luxembourg,2019,65.8,65.152,66.454,33,0.4714
Maldives,2019,70.7,65.081,76.804,54,0.7714
Malta,2019,69.0,65.106,73.127,46,0.6571
Moldova,2019,74.0,65.033,84.203,66,0.9429
Montenegro,2019,64.3,65.174,63.438,23,0.3286
Mozambique,2019,49.3,65.391,37.168,3,0.0429
Netherlands,2019,70.8,65.08,77.023,56,0.8
Macedonia,2019,66.5,65.142,67.886,35,0.5
Norway,2019,72.3,65.058,80.348,60,0.8571
Panama,2019,50.2,65.378,38.546,4,0.0571
Paraguay,2019,54.3,65.319,45.14,7,0.1
Peru,2019,58.5,65.258,52.442,15,0.2143
Poland,2019,71.2,65.074,77.903,58,0.8286
Portugal,2019,67.2,65.132,69.334,39,0.5571
Romania,2019,65.2,65.161,65.239,28,0.4
Russia,2019,64.3,65.174,63.438,23,0.3286
Serbia,2019,65.5,65.157,65.845,30,0.4286
Slovakia,2019,76.8,64.993,90.752,70,1.0
Slovenia,2019,75.6,65.01,87.915,69,0.9857
Spain,2019,65.7,65.154,66.251,32,0.4571
Sri Lanka,2019,62.3,65.203,59.526,21,0.3
Sweden,2019,70.7,65.081,76.804,54,0.7714
Switzerland,2019,66.0,65.149,66.862,34,0.4857
Thailand,2019,65.1,65.162,65.038,27,0.3857
Turkey,2019,56.2,65.291,48.375,9,0.1286
Uganda,2019,57.3,65.275,50.299,11,0.1571
Ukraine,2019,73.4,65.042,82.832,65,0.9286
United Kingdom,2019,67.2,65.132,69.334,39,0.5571
United States,2019,58.1,65.264,51.723,12,0.1714
Uruguay,2019,60.3,65.232,55.741,17,0.2429
Albania,2020,70.6,65.584,75.999,47,0.7344
Argentina,2020,57.3,65.795,49.902,11,0.1719
Armenia,2020,74.9,65.516,85.628,60,0.9375
Australia,2020,66.2,65.654,66.751,31,0.4844
Austria,2020,70.2,65.59,75.133,45,0.7031
Belarus,2020,75.6,65.505,87.251,62,0.9688
Belgium,2020,74.0,65.53,83.565,57,0.8906
Bolivia,2020,56.4,65.81,48.336,8,0.125
Brazil,2020,51.2,65.892,39.784,3,0.0469
Bulgaria,2020,59.5,65.76,53.836,12,0.1875
Canada,2020,70.1,65.592,74.918,44,0.6875
Chile,2020,53.0,65.863,42.649,5,0.0781
China,2020,62.9,65.706,60.214,17,0.2656
Colombia,2020,45.6,65.981,31.515,1,0.0156
Costa Rica,2020,50.8,65.898,39.161,2,0.0312
Croatia,2020,70.5,65.586,75.783,46,0.7188
Cyprus,2020,68.3,65.621,71.089,40,0.625
Czech Republic,2020,73.8,65.533,83.109,56,0.875
Denmark,2020,72.5,65.554,80.182,54,0.8438
Dominican Republic,2020,60.4,65.746,55.489,15,0.2344
Ecuador,2020,52.7,65.868,42.164,4,0.0625
Estonia,2020,69.3,65.605,73.203,42,0.6562
Finland,2020,72.9,65.548,81.077,55,0.8594
France,2020,69.3,65.605,73.203,42,0.6562
Georgia,2020,65.5,65.665,65.335,30,0.4688
Germany,2020,67.5,65.633,69.42,38,0.5938
Greece,2020,66.4,65.651,67.158,34,0.5312
Indonesia,2020,64.7,65.678,63.737,23,0.3594
Ireland,2020,70.8,65.581,76.434,48,0.75
Israel,2020,62.2,65.717,58.871,16,0.25
Italy,2020,64.8,65.676,63.935,24,0.375
Japan,2020,67.7,65.63,69.835,39,0.6094
Kazakhstan,2020,71.3,65.573,77.527,51,0.7969
Kenya,2020,63.8,65.692,61.962,19,0.2969
South Korea,2020,67.3,65.637,69.006,36,0.5625
Kyrgyzstan,2020,71.0,65.578,76.871,49,0.7656
Latvia,2020,64.3,65.684,62.945,21,0.3281
Lithuania,2020,64.0,65.689,62.355,20,0.3125
Luxembourg,2020,66.6,65.648,67.566,35,0.5469
Malta,2020,68.6,65.616,71.72,41,0.6406
Mexico,2020,55.4,65.825,46.626,6,0.0938
Moldova,2020,75.0,65.514,85.859,61,0.9531
Montenegro,2020,64.6,65.679,63.538,22,0.3438
Netherlands,2020,74.0,65.53,83.565,57,0.8906
Norway,2020,71.6,65.568,78.187,53,0.8281
Paraguay,2020,56.5,65.808,48.509,9,0.1406
Peru,2020,56.3,65.811,48.163,7,0.1094
Poland,2020,71.5,65.57,77.966,52,0.8125
Portugal,2020,65.3,65.668,64.934,28,0.4375
Romania,2020,65.4,65.667,65.134,29,0.4531
Russia,2020,66.3,65.652,66.954,32,0.5
Serbia,2020,65.0,65.673,64.334,25,0.3906
Slovakia,2020,75.8,65.502,87.718,63,0.9844
Slovenia,2020,76.0,65.498,88.185,64,1.0
Spain,2020,65.1,65.671,64.534,27,0.4219
Sweden,2020,71.1,65.576,77.089,50,0.7812
Switzerland,2020,66.3,65.652,66.954,32,0.5
Thailand,2020,65.0,65.673,64.334,25,0.3906
Turkey,2020,57.0,65.8,49.377,10,0.1562
Ukraine,2020,74.4,65.524,84.479,59,0.9219
United Kingdom,2020,67.3,65.637,69.006,36,0.5625
United States,2020,60.0,65.752,54.751,14,0.2188
Uruguay,2020,59.8,65.756,54.384,13,0.2031
Vietnam,2020,63.2,65.702,60.794,18,0.2812
Argentina,2021,57.6,65.176,50.905,8,0.1053
Armenia,2021,72.1,64.983,79.997,69,0.9079
Austria,2021,69.3,65.02,73.862,58,0.7632
Belgium,2021,73.4,64.965,82.93,71,0.9342
Benin,2021,65.6,65.069,66.135,35,0.4605
Bolivia,2021,59.1,65.156,53.607,10,0.1316
Bosnia and Herzegovina,2021,69.7,65.015,74.723,59,0.7763
Brazil,2021,47.1,65.316,33.964,2,0.0263
Bulgaria,2021,61.0,65.131,57.131,17,0.2237
Burkina Faso,2021,62.6,65.109,60.187,23,0.3026
Cameroon,2021,57.8,65.173,51.261,9,0.1184
Canada,2021,68.9,65.025,73.006,56,0.7368
China,2021,64.3,65.087,63.523,27,0.3553
Colombia,2021,44.9,65.345,30.852,1,0.0132
Costa Rica,2021,51.3,65.26,40.326,4,0.0526
Ivory Coast,2021,64.7,65.081,64.321,30,0.3947
Croatia,2021,71.1,64.996,77.777,64,0.8421
Cyprus,2021,68.7,65.028,72.579,55,0.7237
Czech Republic,2021,73.8,64.96,83.843,72,0.9474
Denmark,2021,71.7,64.988,79.105,68,0.8947
Dominican Republic,2021,61.5,65.124,58.078,20,0.2632
Ecuador,2021,54.2,65.221,45.041,5,0.0658
Egypt,2021,71.5,64.991,78.661,66,0.8684
El Salvador,2021,61.0,65.131,57.131,17,0.2237
Estonia,2021,68.2,65.035,71.519,52,0.6842
Ethiopia,2021,68.9,65.025,73.006,56,0.7368
Finland,2021,72.3,64.98,80.445,70,0.9211
France,2021,68.5,65.031,72.154,54,0.7105
Georgia,2021,65.8,65.067,66.542,38,0.5
Germany,2021,66.4,65.059,67.769,43,0.5658
Greece,2021,67.1,65.049,69.215,45,0.5921
Indonesia,2021,64.5,65.084,63.921,29,0.3816
Ireland,2021,70.6,65.003,76.679,61,0.8026
Israel,2021,62.1,65.116,59.224,21,0.2763
Italy,2021,65.2,65.075,65.326,33,0.4342
Jamaica,2021,60.1,65.143,55.448,15,0.1974
Kazakhstan,2021,70.8,65.0,77.118,62,0.8158
Kenya,2021,61.3,65.127,57.698,19,0.25
South Korea,2021,67.1,65.049,69.215,45,0.5921
Kyrgyzstan,2021,71.2,64.995,77.998,65,0.8553
Latvia,2021,65.7,65.068,66.338,36,0.4737
Lithuania,2021,63.3,65.1,61.55,25,0.3289
Luxembourg,2021,67.3,65.047,69.631,49,0.6447
Madagascar,2021,63.2,65.101,61.354,24,0.3158
Malaysia,2021,59.3,65.153,53.973,12,0.1579
Mali,2021,64.3,65.087,63.523,27,0.3553
Malta,2021,68.4,65.032,71.942,53,0.6974
Moldova,2021,74.3,64.953,84.992,73,0.9605
Montenegro,2021,65.7,65.068,66.338,36,0.4737
Netherlands,2021,74.3,64.953,84.992,73,0.9605
Niger,2021,67.1,65.049,69.215,45,0.5921
Norway,2021,70.9,64.999,77.337,63,0.8289
Panama,2021,49.1,65.289,36.925,3,0.0395
Paraguay,2021,57.1,65.183,50.02,7,0.0921
Peru,2021,59.9,65.145,55.077,14,0.1842
Philippines,2021,59.3,65.153,53.973,12,0.1579
Poland,2021,71.5,64.991,78.661,66,0.8684
Portugal,2021,65.4,65.072,65.73,34,0.4474
Romania,2021,66.1,65.063,67.154,39,0.5132
Russia,2021,64.9,65.079,64.722,31,0.4079
Senegal,2021,63.8,65.093,62.532,26,0.3421
Serbia,2021,66.9,65.052,68.8,44,0.5789
Slovakia,2021,75.9,64.932,88.721,76,1.0
Slovenia,2021,75.7,64.935,88.25,75,0.9868
Spain,2021,66.1,65.063,67.154,39,0.5132
Sweden,2021,70.2,65.008,75.807,60,0.7895
Switzerland,2021,66.2,65.061,67.359,41,0.5395
Tajikistan,2021,67.6,65.043,70.258,50,0.6579
Thailand,2021,65.1,65.076,65.124,32,0.4211
Togo,2021,62.1,65.116,59.224,21,0.2763
Tunisia,2021,66.3,65.06,67.564,42,0.5526
Turkey,2021,55.6,65.203,47.412,6,0.0789
United Kingdom,2021,67.6,65.043,70.258,50,0.6579
United States,2021,60.3,65.14,55.82,16,0.2105
Uruguay,2021,59.2,65.155,53.79,11,0.1447
Uzbekistan,2021,67.1,65.049,69.215,45,0.5921
Argentina,2022,59.3,64.389,54.613,14,0.2121
Armenia,2022,72.1,64.192,80.982,57,0.8636
Austria,2022,69.1,64.238,74.329,51,0.7727
Bangladesh,2022,69.1,64.238,74.329,51,0.7727
Belgium,2022,73.6,64.169,84.417,60,0.9091
Bolivia,2022,58.8,64.397,53.69,13,0.197
Brazil,2022,48.1,64.562,35.836,3,0.0455
Bulgaria,2022,61.8,64.351,59.35,22,0.3333
Canada,2022,68.5,64.248,73.034,46,0.697
Chad,2022,62.6,64.338,60.909,23,0.3485
Chile,2022,56.8,64.428,50.075,11,0.1667
China,2022,64.0,64.317,63.685,28,0.4242
Colombia,2022,45.2,64.606,31.623,1,0.0152
Costa Rica,2022,52.8,64.489,43.23,6,0.0909
Croatia,2022,70.0,64.225,76.295,53,0.803
