resourceIdentifier,resourceName,country,protocols,protocolSubCategories,estAnnualEmissionReductions,n_peers,loo_mean,M1,M2,M4
3700,Sichuan Muli REDD project,China,VM0007,REDD,234910,2,234910.0,234910.0,1.5,0.75
3698,Strengthening rural livelihood through carbon finance : Agroforestry practices in Meerut Forest circle of Uttar Pradesh,India,AR-AMS0007,ARR,151627,13,10464.5,2197022.9947919156,13.0,1.0
3695,Ningxiang Adjusted Water Management in Rice Cultivation,China,AMS-III.AU,ALM,59994,275,57699.7299270073,62379.49537291159,265.0,0.9636363636363636
3690,PROJECT MATANI REDD+ DIOS MAYOR DE LOS PUEBLOS CABILLARI,Colombia,VM0015,REDD,1067300,13,421546.4166666667,2702263.012950136,11.5,0.8846153846153846
3692,Xinjiang Burqin Improved Grassland Management Project Phase II,China,VM0026,ALM,262318,40,387942.92307692306,177373.34290888946,14.0,0.35
3683,Adjusted Water Management in Rice Cultivation in Yuyao City,China,AMS-III.AU,ALM,59984,275,57699.766423357665,62358.66241814537,262.0,0.9527272727272728
3684,Adjusted Water Management in Rice Cultivation in Shangyu District,China,AMS-III.AU,ALM,59906,275,57700.051094890514,62196.285235487274,241.5,0.8781818181818182
3685,Adjusted Water Management in Rice Cultivation in Nanxun District,China,AMS-III.AU,ALM,59989,275,57699.74817518248,62369.078458956705,264.0,0.96
3686,Adjusted Water Management in Rice Cultivation in Haining City,China,AMS-III.AU,ALM,59957,275,57699.86496350365,62302.430885649585,260.0,0.9454545454545454
3687,Adjusted Water Management in Rice Cultivation in Xiuzhou District,China,AMS-III.AU,ALM,59933,275,57699.95255474452,62252.46867563744,253.0,0.92
3676,AVOCADO AGROFORESTRY GROUPED PROJECT IN ISRAEL,Israel,VM0042,ALM,586,6,113131.6,3.035367660317718,2.0,0.3333333333333333
3677,Ecobase Europe Afforestation Project,Estonia,AR-ACM0003,ARR,1547919,2,1460000.0,1641132.3496993151,2.0,1.0
3675,GHG EMISSION REDUCTION THROUGH INTERMITTENT FLOODING IN RICE FIELDS,India,AMS-III.AU; VM0042,ALM,58722,1,,,,
3673,Optimization of the Nitrogen fertilizer in India and Thailand by using satellite images analysis,India,VM0042,ALM,100,27,841453.6923076923,0.011884195281828207,1.5,0.05555555555555555
3674,Veracruz Mangrove For Life Project,Mexico,AR-AM0014,ARR,50902,1,,,,
3671,Chaco Vivo,Paraguay,VM0007,REDD,3463001,7,325763.0,36813192.185733184,7.0,1.0
3669,Western Kenya Soil Carbon Project,Kenya,VM0017,ALM,179643,4,102804.33333333333,313912.9101140354,4.0,1.0
3664,Huinan County Afforestation Project,China,AR-ACM0003,ARR,316696,66,286010.1384615385,350674.1297895895,36.0,0.5454545454545454
3666,Xingu-Araguaia Grouped REDD+ Project,Brazil,VM0015,REDD,38389,64,358308.49206349207,4112.979049178824,13.0,0.203125
3663,Strengthening rural livelihood through carbon finance to agroforestry practices in Saharanpur Forest Circle of Uttar Pradesh,India,AR-ACM0003,ARR,249,56,220551.45454545456,0.28111807345719364,1.0,0.017857142857142856
3661,Strengthening Rural Livelihood Through Carbon Finance: Agroforestry Practices In Moradabad Forest Circle Of Uttar Pradesh,India,AR-AMS0007,ARR,148,13,23087.75,0.948728221675997,2.0,0.15384615384615385
3660,Papariko - Restoration of Degraded Mangrove Areas in Kenya,Kenya,AR-AM0014,ARR; WRC,30389,1,,,,
3655,Sustainable Paddy Program,India,AMS-III.AU,ALM,54252,15,67145.42857142857,43834.39895493365,9.0,0.6
3656,Agoro Carbon USA Pastureland Program,United States,VM0042,ALM,449980,11,823252.9,245953.58291480053,7.0,0.6363636363636364
3645,Soil+ Project to Incentivize Emissions Reductions and Removals on Agricultural Land in Europe,Germany,VM0042,ALM,941981,2,2500.0,354931281.7444,2.0,1.0
3646,Kúvay Macärö Vidi REDD+ Carurú -KUMAVI REDD+,Colombia,VM0015; VM0037,REDD,300000,1,,,,
3632,"Eastern Cape Bamboo Forestry Project, South Africa",South Africa,AR-ACM0003,ARR,272471,7,83717.33333333333,886798.9803903613,7.0,1.0
3633,Cultivating Carbon Regenerative Agriculture Project,South Africa,VM0017,ALM,3510,1,,,,
3634,Agoro Carbon USA Cropland Program,United States,VM0042,ALM,306507,11,837600.2,112161.55517751788,5.0,0.45454545454545453
3635,Três Morrinhos Grouped REDD+ Project,Brazil,VM0007; VM0015,REDD,61428,5,149808.25,25188.19346731572,3.0,0.6
3630,Selva Paranaense Vida Nativa - GS1,Argentina,VM0005,IFM,151631,1,,,,
3631,IACO REDD+ Project,Brazil,VM0007,REDD,773489,38,745748.8378378379,802261.0331591242,27.0,0.7105263157894737
3627,"Eastern Cape Restoration Project, South Africa - Makhanda",South Africa,AR-ACM0003,ARR,157919,7,102809.33333333333,242569.51924922512,5.0,0.7142857142857143
3628,"Eastern Cape Restoration Project, South Africa - Somerset East",South Africa,AR-ACM0003,ARR,218083,7,92782.0,512601.5271173288,6.0,0.8571428571428571
3629,CRHC Agricultural Hemp Rotation - Alberta - Project 1,Canada,VM0042,ALM,22593,1,,,,
3618,Methane avoidance in rice cultivation in Hefeng district of Huarong county,China,AMS-III.AU,ALM,59371,275,57702.00364963504,61088.271083326494,174.0,0.6327272727272727
3619,Methane avoidance in rice cultivation in Donggang district of Huarong county,China,AMS-III.AU,ALM,59829,275,57700.33211678832,62036.19822767912,214.0,0.7781818181818182
3620,Methane avoidance in rice cultivation in Chaqi district of Huarong county,China,AMS-III.AU,ALM,57216,275,57709.868613138686,56726.35780797273,74.0,0.2690909090909091
3623,Bugnavilla Afforestation Through High-Quality Timber Over Degraded Grasslands,Uruguay,AR-ACM0003,ARR,4017,9,9296.75,1735.6913975313953,4.0,0.4444444444444444
3610,Methane avoidance in rice cultivation in Xinzhou district of Huarong county,China,AMS-III.AU,ALM,56977,275,57710.74087591241,56252.58798843439,72.0,0.26181818181818184
3611,Methane avoidance in rice cultivation in Dongshan district of Huarong county,China,AMS-III.AU,ALM,55750,275,57715.21897810219,53851.69726513962,43.0,0.15636363636363637
3612,Methane avoidance in rice cultivation in Shengfeng district of Huarong county,China,AMS-III.AU,ALM,58857,275,57703.879562043796,60033.16371952625,136.0,0.49454545454545457
3606,Jiangxi Ruijin Improved Forest Management Project,China,VM0010,IFM,115702,68,94647.25373134328,141440.47794560352,54.0,0.7941176470588235
3607,"Sustainable Rice Cultivation for Marginal Farmers in Chhattisgarh, India",India,AMS-III.AU,ALM,77805,15,65463.07142857143,92473.78549302061,12.0,0.8
3608,"Sustainable Rice Cultivation for Marginal Farmers in Maharashtra, India",India,AMS-III.AU,ALM,126806,15,61963.0,259505.86052967093,14.0,0.9333333333333333
3600,SULIGE AFFORESTATION PROJECT IN INNER MONGOLIA AUTONOMOUS REGION,China,AR-AMS0007,ARR,373,2,497.0,279.9376257545272,1.0,0.5
3601,CAAPII REDD+ PROJECT,Brazil,VM0015,REDD,228338,64,355293.4285714286,146746.99291129183,41.0,0.640625
3602,Udzungwa Corridor Reforestation,Tanzania,AR-ACM0003,ARR,178047,2,68326.0,463962.9746948453,2.0,1.0
3593,"Bougouni-Yanfolila Forest Project, Mali",Mali,AR-AMS0007; VM0006,ARR; REDD,436828,1,,,,
3594,Finca la Paz II,Colombia,VM0047,ARR,110350,6,16229.2,750321.7965149237,6.0,1.0
3595,"Agroforestry System  Lanquin, Alta Verapaz, Guatemala",Guatemala,AR-AMS0007,ARR,7383,1,,,,
3596,Methane avoidance in rice cultivation in South of Yunxi District,China,AMS-III.AU,ALM,55955,275,57714.470802919706,54249.16804126026,47.0,0.1709090909090909
3598,REPLACING SYNTHETIC NITROGEN FERTILIZER WITH IN-SEASON NITROGEN SOURCES THAT FIX AND SUPPLY NITROGEN TO AGRICULTURAL CROPS,United States,VM0022,ALM,1000,1,,,,
3589,Tshopo Lomami Grouped REDD Project,"Congo, The Democratic Republic of The",VM0015,REDD,2944128,4,336145924.6666667,25786.091825981122,2.0,0.5
3590,Jutaituba REDD+ Project,Brazil,VM0015,REDD,600694,64,349383.01587301586,1032772.8173459518,54.0,0.84375
3591,The Mayas Project,Indonesia,VM0007,REDD; WRC,2319471,8,2532119.5714285714,2124680.753842024,6.0,0.75
3592,Sankuru Peace Forest Grouped REDD Project,"Congo, The Democratic Republic of The",VM0015,REDD,7390562,4,334663780.0,163209.79424736073,3.0,0.75
3542,Gansu Xiaolongshan Afforestation Project,China,AR-ACM0003,ARR,45361,66,290184.5230769231,7090.730750152926,11.0,0.16666666666666666
3546,ADJUSTED WATER MANAGEMENT IN RICE CULTIVATION IN CHANGSHOU DISTRICT,China,AMS-III.AU,ALM,41217,275,57768.25912408759,29407.86367390523,4.0,0.014545454545454545
3549,Community Based Forest Plantation in India,India,AR-ACM0003,ARR,28717,56,220033.85454545455,3747.905478925474,25.0,0.44642857142857145
3552,Community Forestry Initiatives in India,India,AR-ACM0003,ARR,145278,56,217914.56363636363,96853.08284038924,43.0,0.7678571428571429
3553,COMMUNITY PARTICIPATIVE FORESTRY/AGROFORESTRY DEVELOPMENT PROJECT IN INDIA,India,AR-AMS0007,ARR,10371,13,22235.833333333332,4837.131102199903,8.0,0.6153846153846154
3554,Core Farming in Odisha,India,VM0017,ALM,774200,21,222885.8,2689205.144517955,19.0,0.9047619047619048
3555,Agroforestry Plantations in the Country by Greenply,India,AR-ACM0003,ARR,13303,56,220314.1090909091,803.2613513961388,13.0,0.23214285714285715
3558,Core Farming in West Bengal,India,VM0017,ALM,308918,21,246149.9,387691.93375256297,17.0,0.8095238095238095
3560,Improving livelihoods through Agroforestry Plantations in India,India,AR-ACM0003,ARR,5990,56,220447.07272727272,162.76060986479624,6.0,0.10714285714285714
3561,Core Farming in Tamil Nadu,India,VM0017,ALM,871824,21,218004.6,3486518.5733512044,20.0,0.9523809523809523
3562,Agroforestry plantations in India,India,AR-ACM0003,ARR,8947,56,220393.30909090908,363.2088892815753,10.0,0.17857142857142858
3563,Core Farming in Himachal Pradesh,India,VM0017,ALM,291824,21,247004.6,344775.9554923269,16.0,0.7619047619047619
3564,REDD+ Project for the Conservation of Lowland Forest in the  Magdalena Medio Region of Colombia,Colombia,VM0015,REDD,20581,13,508773.0,832.5472479868232,3.0,0.23076923076923078
3565,Core Farming in Jharkhand,India,VM0017,ALM,289256,21,247133.0,338558.7256092873,15.0,0.7142857142857143
3566,Livelihood improvement by agroforestry plantation in India,India,AR-ACM0003,ARR,6420,56,220439.25454545455,186.97395835867874,7.0,0.125
3568,CORE CARBON SERICULTURE PLANTATION IN ODISHA STATE,India,AR-ACM0003,ARR,104844,56,218649.72727272726,50273.39605271528,40.0,0.7142857142857143
3570,Bamboo plantations by farmers and community in the country,India,AR-ACM0003,ARR,10077,56,220372.76363636364,460.7916483162166,11.0,0.19642857142857142
3572,GROUPED AGROFORESTRY PROJECT IN VARIOUS STATES OF INDIA,India,AR-ACM0003,ARR,30926,56,219993.69090909092,4347.476839211835,26.0,0.4642857142857143
3574,Grouped plantation activity in various states of India,India,AR-ACM0003,ARR,34146,56,219935.14545454545,5301.332415927902,27.0,0.48214285714285715
3575,Kokolopori Bonobo Peace Forest Grouped REDD Project,"Congo, The Democratic Republic of The",VM0015,REDD,1047213,4,336778229.6666667,3256.3122279442982,1.0,0.25
3576,Ban Odisha 01,India,AR-ACM0003,ARR,15671,56,220271.05454545454,1114.9001919783461,18.5,0.33035714285714285
3577,Ban Odisha 02,India,AR-ACM0003,ARR,15671,56,220271.05454545454,1114.9001919783461,18.5,0.33035714285714285
3578,Ban Odisha 03,India,AR-ACM0003,ARR,15671,56,220271.05454545454,1114.9001919783461,18.5,0.33035714285714285
3579,Ban Odisha 04,India,AR-ACM0003,ARR,15671,56,220271.05454545454,1114.9001919783461,18.5,0.33035714285714285
3580,Ban Odisha 05,India,AR-ACM0003,ARR,15671,56,220271.05454545454,1114.9001919783461,18.5,0.33035714285714285
3581,THAMMA RAKSA - REFORESTATION AND LAND RESTORATION IN THAILAND,Thailand,AR-AMS0007,ARR,3239,1,,,,
3582,Ban Odisha 06,India,AR-ACM0003,ARR,15671,56,220271.05454545454,1114.9001919783461,18.5,0.33035714285714285
3583,Ban Odisha 07,India,AR-ACM0003,ARR,15671,56,220271.05454545454,1114.9001919783461,18.5,0.33035714285714285
3584,Ban Odisha 08,India,AR-ACM0003,ARR,15671,56,220271.05454545454,1114.9001919783461,18.5,0.33035714285714285
3585,Ban Odisha 09,India,AR-ACM0003,ARR,15671,56,220271.05454545454,1114.9001919783461,18.5,0.33035714285714285
3586,Ban Odisha 10,India,AR-ACM0003,ARR,15671,56,220271.05454545454,1114.9001919783461,18.5,0.33035714285714285
3587,KOPI LESTARI AGROFORESTRY AND LAND REHABILITATION WITH SMALLHOLDER FARMERS IN INDONESIA,Indonesia,AR-AMS0007,ARR,5613,2,1888.0,16687.377648305086,2.0,1.0
3588,Agro Forestry01,Pakistan,AR-ACM0003,ARR,1699482,1,,,,
3506,REDD Project - Territorio Indígena Originario Campesino,Bolivia,VM0015,REDD,12896372,1,,,,
3507,Carbon Sequestration through Agroforestry by farmers in Telangana State,India,AR-ACM0003,ARR,73711,56,219215.78181818183,24785.220643951645,35.0,0.625
3518,JFMC PLANTATIONS IN CHHATTISGARH STATE,India,AR-ACM0003,ARR,67447,56,219329.67272727273,20740.913677724824,34.0,0.6071428571428571
3535,Core Carbon Sahaja Vyavasayam in Andhra Pradesh,India,VM0017,ALM; ARR,4830706,1,,,,
3538,"Measures to Adapt to Climate Change and Reduce Greenhouse Gas Emissions in the Philippine Agriculture Sector - implemented in Mlang-Malasila Rivers Irrigation System, North Cotabato, Mindanao Island, Philippines",Philippines,AMS-III.AU; VM0042,ALM,110402,1,,,,
3476,CORE CARBON VANAM IN JHARKHAND STATE 2,India,AR-ACM0003,ARR,502059,56,211427.63636363635,1192196.2701577672,51.0,0.9107142857142857
3477,CORE CARBON VANAM IN ANDHRA PRADESH,India,AR-ACM0003,ARR,2847326,56,168786.41818181818,48032687.9236384,56.0,1.0
3478,CORE CARBON VANAM IN TELANGANA STATE,India,AR-ACM0003,ARR,35139,56,219917.0909090909,5614.612833844821,28.0,0.5
3479,Amigos de Calakmul Community Conservation Forestry Project,Mexico,VM0010,IFM,587244,1,,,,
3480,CORE CARBON VANAM IN JHARKHAND STATE,India,AR-ACM0003,ARR,172110,56,217426.70909090908,136238.33163760346,45.0,0.8035714285714286
3481,CORE CARBON VANAM IN ODISHA STATE,India,AR-ACM0003,ARR,449341,56,212386.14545454545,950661.5125430198,50.0,0.8928571428571429
3484,Fuyuan-1 Water Management with Rice Cultivation,China,AMS-III.AU,ALM,58883,275,57703.78467153285,60086.31338024672,137.0,0.49818181818181817
3486,CORE CARBON VANAM(SERICULTURE) IN ODISHA STATE,India,AR-ACM0003,ARR,62811,56,219413.96363636362,17980.723084417932,33.0,0.5892857142857143
3487,Fuyuan-2 Water Management with Rice Cultivation,China,AMS-III.AU,ALM,59383,275,57701.959854014596,61113.01414928727,176.0,0.64
3489,Fuyuan-3 Water Management with Rice Cultivation,China,AMS-III.AU,ALM,59077,275,57703.07664233576,60483.63678479111,150.0,0.5454545454545454
3491,CORE CARBON VANAM IN WEST BENGAL AND TAMIL NADU,India,AR-ACM0003,ARR,1679050,56,190027.8,14835770.884575836,55.0,0.9821428571428571
3501,EVI SUSTAINABLE AGRICULTURE PROGRAM,India,AMS-III.AU,ALM,60000,15,66734.85714285714,53944.8221533403,11.0,0.7333333333333333
3505,El Espinillar,Uruguay,AR-ACM0003,ARR,4400,9,9248.875,2093.227554702599,6.0,0.6666666666666666
3458,Jining-1 Water Management with Rice Cultivation,China,AMS-III.AU,ALM,57942,275,57707.21897810219,58177.73622523666,86.0,0.31272727272727274
3459,Jining-2 Water Management with Rice Cultivation,China,AMS-III.AU,ALM,58186,275,57706.32846715328,58669.658700035056,105.0,0.38181818181818183
3461,Methane avoidance in rice cultivation in South of Linxiang District,China,AMS-III.AU,ALM,58358,275,57705.700729927004,59017.67279352658,113.0,0.4109090909090909
3462,Methane avoidance in rice cultivation in Central of Linxiang District,China,AMS-III.AU,ALM,59871,275,57700.17883211679,62123.49274392184,225.0,0.8181818181818182
3463,Methane avoidance in rice cultivation in North of Linxiang District,China,AMS-III.AU,ALM,59865,275,57700.200729927004,62111.01832686005,221.0,0.8036363636363636
3464,Ang’angxi Water Management with Rice Cultivation,China,AMS-III.AU,ALM,57803,275,57707.72627737226,57898.43101668191,84.0,0.3054545454545455
3465,Boli Water Management with Rice Cultivation,China,AMS-III.AU,ALM,58338,275,57705.77372262774,58977.15296841225,112.0,0.4072727272727273
3466,Fazhan Water Management with Rice Cultivation,China,AMS-III.AU,ALM,56677,275,57711.835766423355,55660.7199604782,64.0,0.23272727272727273
3467,HuanQing Water Management with Rice Cultivation,China,AMS-III.AU,ALM,56490,275,57712.51824817518,55293.37822823041,55.0,0.2
3468,Meilisi Water Management with Rice Cultivation,China,AMS-III.AU,ALM,57693,275,57708.12773722628,57677.87622839247,82.0,0.29818181818181816
3469,PingQin Water Management with Rice Cultivation,China,AMS-III.AU,ALM,56564,275,57712.24817518248,55438.59747567152,58.0,0.2109090909090909
3470,XinLiu Water Management with Rice Cultivation,China,AMS-III.AU,ALM,56664,275,57711.88321167883,55635.14335900663,62.5,0.22727272727272727
3471,ZhiTong Water Management with Rice Cultivation,China,AMS-III.AU,ALM,56525,275,57712.390510948906,55362.03918626185,56.0,0.20363636363636364
3472,Improved Cropland Management Project in Guyuan,China,VM0042,ALM,160000,69,334611.67647058825,76506.59495814155,36.0,0.5217391304347826
3475,ACABA REDD+ Project,Colombia,VM0009,REDD,208556,7,473812.3333333333,91799.22529665403,2.0,0.2857142857142857
3456,Fujian Datian Improved Forest Management Project,China,VM0010,IFM,135193,68,94356.34328358209,193703.42907491844,58.0,0.8529411764705882
3457,Fujian Guangze IFM (conversion of logged to protected forest) Project,China,VM0010,IFM,117254,68,94624.0895522388,145295.98732265647,55.0,0.8088235294117647
3452,Sichuan Huili Improved Forest Management Project,China,VM0010,IFM,126366,68,94488.0895522388,168998.71752800874,56.0,0.8235294117647058
3453,ITABU REDD+ PROJECT IN ZAMBIA,Zambia,VM0015,REDD,9326725,4,1353773.3333333333,64255807.88435164,4.0,1.0
3440,Tonghe-3 Water Management with Rice Cultivation,China,AMS-III.AU,ALM,58661,275,57704.59489051095,59633.25671948982,130.0,0.4727272727272727
3441,Yilan-1 Water Management with Rice Cultivation,China,AMS-III.AU,ALM,58921,275,57703.64598540146,60164.0361144304,140.0,0.509090909090909
3442,Yilan-2 Water Management with Rice Cultivation,China,AMS-III.AU,ALM,59070,275,57703.10218978102,60469.27751863459,149.0,0.5418181818181819
3444,Zhaoyuan-1 Water Management with Rice Cultivation,China,AMS-III.AU,ALM,57054,275,57710.459854014596,56405.00741519489,73.0,0.26545454545454544
3445,Zhaoyuan-2 Water Management with Rice Cultivation,China,AMS-III.AU,ALM,56914,275,57710.970802919706,56128.03511938362,70.0,0.2545454545454545
3447,ARR SLB Paraná,Brazil,AR-ACM0003,ARR,48146,22,561379.8571428572,4129.177929179096,14.0,0.6363636363636364
3449,Teak Plantations at Engenho Brasileiro farm and Serra Novam,Brazil,AR-ACM0003,ARR,1779,22,563587.8095238095,5.615524229798475,2.0,0.09090909090909091
3450,"Sustainable Agroforestry Cacao Meta, Colombia",Colombia,AR-ACM0003,ARR,8405,13,37465.666666666664,1885.5670080162283,4.0,0.3076923076923077
3451,Harpia Grouped REDD+ Project,Brazil,VM0015,REDD,51753,64,358096.3650793651,7479.475555152287,16.0,0.25
3434,Lomphat Wildlife Sanctuary REDD+ Project,Cambodia,VM0015,REDD,308857,2,1426648.0,66864.87938790787,1.0,0.5
3435,Anhui Nanqiao Afforestation Project,China,AR-ACM0003,ARR,36478,66,290321.1846153846,4583.3530397129925,10.0,0.15151515151515152
3436,Fangzheng-1 Water Management with Rice Cultivation,China,AMS-III.AU,ALM,58585,275,57704.87226277372,59478.55164414193,124.0,0.4509090909090909
3437,Fangzheng-2 Water Management with Rice Cultivation,China,AMS-III.AU,ALM,58691,275,57704.48540145985,59694.38003016755,131.0,0.4763636363636364
3438,Tonghe-1 Water Management with Rice Cultivation,China,AMS-III.AU,ALM,58501,275,57705.17883211679,59307.796462372695,120.0,0.43636363636363634
3439,Tonghe-2 Water Management with Rice Cultivation,China,AMS-III.AU,ALM,58614,275,57704.766423357665,59537.560048234445,126.0,0.4581818181818182
3431,SUSTAINABLE AGRICULTURAL PRACTICES IN INDIA,India,VM0017,ALM,227272,21,250232.2,206418.5264086716,13.0,0.6190476190476191
3432,South American Regenerative Agriculture through Regenerative Grazing (SARA) - AgriCarbon,Argentina,VM0042,ALM,813484,7,436843.6666666667,1514858.2175988206,6.0,0.8571428571428571
3433,Guiyang Afforestation Project,China,AR-ACM0003,ARR,81672,66,289625.8923076923,23030.7985617308,20.0,0.30303030303030304
3420,Lancheng Water Management with Rice Cultivation,China,AMS-III.AU,ALM,56438,275,57712.70802919708,55191.44661152568,54.0,0.19636363636363635
3421,Methane avoidance in rice cultivation in East of Junshan District,China,AMS-III.AU,ALM,54299,275,57720.51459854015,51080.30345028438,31.0,0.11272727272727273
3422,Tehung Water Management with Rice Cultivation,China,AMS-III.AU,ALM,56033,275,57714.186131386865,54400.786001771754,48.0,0.17454545454545456
3423,Methane avoidance in rice cultivation in West of Junshan District,China,AMS-III.AU,ALM,58209,275,57706.244525547445,58716.13564282376,106.0,0.38545454545454544
3424,Yuedan Water Management with Rice Cultivation,China,AMS-III.AU,ALM,56619,275,57712.04744525548,55546.65451855395,60.0,0.21818181818181817
3425,Kwamisa/Other reserves community Forest Project,Ghana,AR-ACM0003,ARR,42252,5,85788.5,20809.683162661662,2.0,0.4
3426,Zhuti Water Management with Rice Cultivation,China,AMS-III.AU,ALM,56267,275,57713.33211678832,54856.91386859024,52.0,0.1890909090909091
3427,Portland: Regenerative Agriculture & native revegetation on degraded land,South Africa,VM0042,ALM; ARR,1547,1,,,,
3429,Restoration and Conservation of Dry Afromontane Forest in the Highlands of Eastern Tigray,Ethiopia,AR-ACM0003,ARR,94936,2,17665.0,510209.1195018398,2.0,1.0
3430,Juruá REDD+ Project,Brazil,VM0015,REDD,13798,64,358698.8253968254,530.7650611606518,6.0,0.09375
3408,Mianning1 Water Management with Rice Cultivation,China,AMS-III.AU,ALM,55497,275,57716.142335766424,53363.182020767,39.0,0.14181818181818182
3409,Mianning2 Water Management with Rice Cultivation,China,AMS-III.AU,ALM,56077,275,57714.02554744526,54486.4077522175,50.0,0.18181818181818182
3410,Weichu1 Water Management with Rice Cultivation,China,AMS-III.AU,ALM,56188,275,57713.620437956204,54702.70830425486,51.0,0.18545454545454546
3411,Weichu2 Water Management with Rice Cultivation,China,AMS-III.AU,ALM,56917,275,57710.959854014596,56133.96306688953,71.0,0.2581818181818182
3414,DATIAN AREA ENPING CITY METHANE EMISSION REDUCTION IN RICE CULTIVATION PROJECT,China,AMS-III.AU,ALM,53987,275,57721.653284671534,50493.98281483381,29.0,0.10545454545454545
3415,WENCUN AREA TAISHAN CITY METHANE EMISSION REDUCTION IN RICE CULTIVATION PROJECT,China,AMS-III.AU,ALM,60000,275,57699.70802919708,62391.996822208115,269.5,0.98
3416,HAIYAN AREA TAISHAN CITY METHANE EMISSION REDUCTION IN RICE CULTIVATION PROJECT,China,AMS-III.AU,ALM,60000,275,57699.70802919708,62391.996822208115,269.5,0.98
3417,DOUSHAN AREA TAISHAN CITY METHANE EMISSION REDUCTION IN RICE CULTIVATION PROJECT,China,AMS-III.AU,ALM,60000,275,57699.70802919708,62391.996822208115,269.5,0.98
3418,BAISHA  AREA TAISHAN CITY METHANE EMISSION REDUCTION IN RICE CULTIVATION PROJECT,China,AMS-III.AU,ALM,60000,275,57699.70802919708,62391.996822208115,269.5,0.98
3419,Reforestation of degraded land in Spain,Spain,AR-ACM0003,ARR,1245,3,1719.5,901.439371910439,1.0,0.3333333333333333
3398,Methane avoidance in rice cultivation in East of Yueyang County,China,AMS-III.AU,ALM,56832,275,57711.2700729927,55966.126198832244,68.0,0.24727272727272728
3399,Methane avoidance in rice cultivation in Central of Yueyang County,China,AMS-III.AU,ALM,56616,275,57712.05839416059,55540.75777557651,59.0,0.21454545454545454
3400,Methane avoidance in rice cultivation in North of Yueyang County,China,AMS-III.AU,ALM,53383,275,57723.857664233576,49368.576604431226,21.5,0.07818181818181819
3401,Methane avoidance in rice cultivation in South of Yueyang County,China,AMS-III.AU,ALM,53383,275,57723.857664233576,49368.576604431226,21.5,0.07818181818181819
3402,Simao Water Management with Rice Cultivation,China,AMS-III.AU,ALM,55614,275,57715.71532846715,53588.81854617644,41.0,0.14909090909090908
3403,Xinxing Water Management with Rice Cultivation,China,AMS-III.AU,ALM,59574,275,57701.26277372263,61507.51830021051,190.0,0.6909090909090909
3405,SHENGTANG AREA ENPING CITY METHANE EMISSION REDUCTION IN RICE CULTIVATION PROJECT,China,AMS-III.AU,ALM,54221,275,57720.799270072996,50933.40491084094,30.0,0.10909090909090909
3406,"AES TIETÊ AFFORESTATION/REFORESTATION PROJECT IN THE STATE OF SÃO PAULO, BRAZIL",Brazil,AR-AM0010,ARR,157636,1,,,,
3395,"Carbon Sink Afforestation Project in Tongyu County, Jilin Province",China,AR-ACM0003,ARR,58791,66,289977.90769230766,11919.465550001582,14.0,0.21212121212121213
3396,PlanTogo,Togo,AR-ACM0003,ARR,1508829,1,,,,
3397,Kruger to Canyons Rangeland Restoration Project,South Africa,VM0032,ALM,115281,4,358789.6666666667,37040.38938598194,2.0,0.5
3394,CNG AgriCarbon Rewards Programme 2,South Africa,VM0042,ALM,195000,5,233543.5,162817.63354578483,4.0,0.8
3386,XINWEI AREA DEQING COUNTY METHANE EMISSION REDUCTION IN RICE CULTIVATION PROJECT,China,AMS-III.AU,ALM,57710,275,57708.06569343065,57711.934371405034,83.0,0.3018181818181818
3387,Sichuan Santai Improved Forest Management Project,China,VM0010,IFM,36867,68,95823.89552238806,14184.099713233278,20.0,0.29411764705882354
3388,DABU COUNTY METHANE EMISSION REDUCTION IN RICE CULTIVATION PROJECT,China,AMS-III.AU,ALM,60000,275,57699.70802919708,62391.996822208115,269.5,0.98
3389,LUOFU AREA XINGNING CITY METHANE EMISSION REDUCTION IN RICE CULTIVATION PROJECT,China,AMS-III.AU,ALM,60000,275,57699.70802919708,62391.996822208115,269.5,0.98
3390,YETANG AREA XINGNING CITY METHANE EMISSION REDUCTION IN RICE CULTIVATION PROJECT,China,AMS-III.AU,ALM,57658,275,57708.255474452555,57607.78829073653,81.0,0.29454545454545455
3391,NIPI AREA XINGNING CITY METHANE EMISSION REDUCTION IN RICE CULTIVATION PROJECT,China,AMS-III.AU,ALM,60000,275,57699.70802919708,62391.996822208115,269.5,0.98
3392,Arbonics afforestation project one,Estonia,VM0047,ARR,604,2,3009.0,121.2416085078099,1.0,0.5
3383,Improved cropland management project in Bicheng,China,VM0042,ALM,120000,69,335199.9117647059,42959.438515926886,22.5,0.32608695652173914
3385,Methane avoidance in rice cultivation in Northeast of Yueyang County,China,AMS-III.AU,ALM,55625,275,57715.675182481755,53610.05680375639,42.0,0.15272727272727274
3377,HUILONG AREA DEQING COUNTY METHANE EMISSION REDUCTION IN RICE CULTIVATION PROJECT,China,AMS-III.AU,ALM,55010,275,57717.9197080292,52429.126262827456,33.0,0.12
3380,SIMFlor Programme 1,Brazil,VM0007,REDD,1000000,38,739626.9189189189,1352032.9972057496,30.5,0.8026315789473685
3381,Improved cropland management project in Laizbinh,China,VM0042,ALM,200000,69,334023.4411764706,119752.07446254432,40.5,0.5869565217391305
3382,Improved cropland management project in Diandong,China,VM0042,ALM,280000,69,332846.9705882353,235543.67901094275,46.0,0.6666666666666666
